date,text,label
2013년 12월 8일,워낙에 위젯은 사용안하니 위젯은 신경안쓰구요 저는 다 만족스럽습니다 근데 아쉬운점이있다면 데이터사용 상세정보 보기를 하면 항상 뭐 세션정보? 같은게 없다고 두번해야되서 답답하네요 ㅋㅋ,1
2013년 12월 23일,짱짱.. U+ 도 좋은점이 있었다~ㅋㅋ,1
2013년 12월 31일,답변받는메일주소잘못쓴거같은데어떻게해야되죠..,2
2013년 12월 8일,데이터를 얼만큼 썼는지 잘보여줘서 걱정도 않하고 좋네요,1
2013년 12월 24일,통신사는 모르겠네요,2
2013년 12월 13일,좋은 응용프로입니다. 짱!,1
2013년 12월 17일,빠르게 정보들을 확인할수가 있어서 편리합니다.^^,1
2013년 12월 11일,매우좋음,1
2013년 12월 21일,나,2
2013년 12월 6일,실시간 확인좋아요,1
2013년 12월 14일,보통데스,2
2013년 12월 15일,ㅎㅎㅎ~~~,2
2013년 12월 12일,굿,1
2013년 12월 26일,궂,1
2013년 10월 14일,뭐가 불만인거죠?,2
2013년 11월 10일,그냥 다른거 받기도 뭐해서 데이터량 확인할때 쓰는데 불편한점 못느낌,1
2013년 10월 15일,위젯있으면 더 좋겠지만 유플 고객센터 앱 쓰다가 다른 통신사 고객센터 앱 보면 답답해요 다른 통신사는 보기도 불편하고 조그많게 나와있어서 유플은 한번에 볼 수 있기라도 해서 더 나음,1
2013년 12월 3일,요금만 확인하는거뿐이라 나쁘지않다는 생각만 드네요,1
2013년 12월 21일,형은 아무말 안할게,2
2013년 11월 20일,좋기만 한데 불만있으면 쓰지마,1
2013년 10월 16일,ㅡㅡ,2
2013년 10월 24일,퀴즈정답좀!!!,2
2013년 10월 15일,도돌폰따위 필요없네 짱 조아연,1
2013년 10월 14일,관심병자들 많네... 쓰지말던가..,2
2013년 12월 4일,정말 좋습니더,1
2013년 10월 14일,"욕하는 놈들아!!!!! 작작좀 해라 ㅡㅡ,,",1
2013년 10월 14일,간편하고 보기좋은거 같아요.,1
2013년 11월 5일,뭐가불만?,1
2013년 12월 2일,ㅗ,2
2013년 12월 6일,서비스는 짱짱,1
2013년 11월 5일,솔직히 걍그럼,2
2013년 10월 27일,앱이 유용하고 좋네요~,1
2013년 10월 15일,깔끔하고 한방에 볼수있어서 좋은듯!,1
2013년 10월 21일,립ㅍ림,2
2013년 11월 12일,만세만만세,1
2013년 10월 14일,사용하기 편하네요,1
2013년 11월 2일,ㄱ,2
2013년 12월 15일,안녕,2
2013년 12월 6일,그러함,2
2013년 11월 16일,한눈에 쏙쏙,1
2013년 11월 3일,ㅡㅡ,2
2013년 10월 22일,쓰기편해요^^,1
2013년 10월 16일,편하고 좋네요,1
2013년 12월 6일,좋음,1
2013년 10월 25일,ㅅㅅㅅ,2
2013년 12월 2일,좋아요,1
2013년 10월 19일,편리하네,1
2013년 10월 14일,좋다,1
2013년 12월 31일,굿,1
2013년 10월 10일,업뎃 뭐 하루종일하는거두아니고 5초면 끝나는데 왠 날리들인지 모르겄소,1
2013년 10월 1일,니네가하든지그럼;; 개발자들은 더좋은 앱을만들기 위해 노력하는거자나 ㅋㅋ 그걸욕하냐 하는거없이 앱만쓰면서 글구나 데이터없어서 들어가지는대 먼개솔이야 ㅋㅋ,1
2013년 10월 14일,전 핸드폰처음살때부터 유플러스였는데 정말편하구 좋아여 처음쓰시는분들도 적응잘되실듯ㅎㅎ,1
2013년 10월 3일,그냥 조아요..ㅎㅎ,1
2013년 10월 11일,집에 공유기한대없냐,1
2013년 10월 3일,진짜 좋네요 언제든 확인가능해거 편리해요,1
2013년 10월 6일,욕하지마,2
2013년 10월 15일,제발,2
2013년 10월 13일,싫으면딴거쓰던가 별점깍지말고,1
2013년 10월 15일,....,2
