date,text,label
2019년 6월 23일,콘텐츠밎서비스 모든것이 편리하고 고객에대한 이해도와 운영 모든것이 고각중심적입니다! 늘 감사하게 서비스받으며 잘사용하고있습니다,1
2019년 4월 9일,데이터2배쿠폰을 사용했을때 위젯에서 데이터를 전체로 보여줘야함,1
2019년 5월 25일,위약금 얼마남았는지 보려고 아주 가끔 이용함,2
2019년 6월 14일,감사하게생각합니다아주편리하고이루말할수없이그때그때알아볼수있어아주좋아요,1
2019년 4월 13일,데이터가 얼마나 남은지 알수있어서 편해요,1
2019년 6월 24일,한달 사용한 요금을 미리 알수 있어서 좋네요,1
2019년 6월 30일,요금제로 사용중인데 매우 만족합니다.,1
2019년 5월 8일,나이가만아 길을찾지를못하는데 내비게이션덕분에너무고마움이요,1
2019년 5월 23일,좋은대 처음에 로그인이 안된다,1
2019년 4월 10일,전보다 빠는검색이가능함나.,1
2019년 4월 14일,좋은 앺을주셔서 잘감상하고 있 습니다.♥,1
2019년 4월 10일,편리하고 좋아요,1
2019년 6월 8일,정말좋아요강력추천합니다.,1
2019년 4월 16일,"쓰기가 편해요""♡""",1
2019년 5월 18일,멥버쉽 포인트로 물건을 편의점에서 살수있나요?,2
2019년 5월 19일,쉽게 확인 할 수 있는 U+ 프로그램 설치 굿,1
2019년 5월 30일,함께 동행하는 U+ 든든한 동반자,1
2019년 4월 24일,친절하게 안내 해줍니다,1
2019년 6월 14일,요즘안좋은것이있나요 좋은세상,1
2019년 5월 10일,만통십만통문자보내고싶어요,2
2019년 5월 30일,조아요 편리합니다,1
2019년 6월 26일,매우 유용함,1
2019년 4월 12일,잘 사용하고 남길게요 감사합니다,1
2019년 6월 6일,만족스런 넵 감사합니다,1
2019년 5월 24일,궁금한거풀리는느낌아주좋아요,1
2019년 6월 28일,시원하다.굿 콩이할멈 .😄😄😄😄😄🐔📞🔐⛲,1
2019년 4월 12일,오래같이있었으면,2
2019년 4월 10일,사용하기에 편해요,1
2019년 4월 5일,ㆍ낙동강유채축제,2
2019년 5월 9일,5G 보다 좋아요,1
2019년 5월 13일,ㅓ리석은 녀선 난 망한 ㅔ버랜드,2
2019년 4월 15일,아주 좋아요,1
2019년 5월 6일,좋은 앱 감솨요,1
2019년 5월 1일,편리해요,1
2019년 4월 7일,ㅑㅏ커어여갸ㅑ대댇대ㅕㅑㅑ19ㄴ8ㄴ8댜ㅐㅐㅐ캬캬니여ㅑ뎐녀냐여냔ㅐ냐대나나 카ㅡㄴ ㅣ니님 .,2
2019년 4월 7일,아주좋아요,1
2019년 6월 8일,아주좋아요,1
2019년 4월 18일,매우 좋아요,1
2019년 6월 27일,ㅡ ㅅㅇ.. ㅡ ㅡㅡㄷ.ㅡㅈㅈ .ㄷㅈ 당장은 ㅈ,2
2019년 5월 28일,걍 편합니다ㅋㅋ ㅋㅋ ㅋㅋ,1
2019년 5월 30일,무지좋아요,1
2019년 5월 20일,내게 더 좋습니다,1
2019년 6월 1일,쩐다. !! 쩔어 ~ ㅡ 0 ㅡ ;;,2
2019년 4월 18일,좋은편입니다 😀,1
2019년 4월 6일,ㅅ긴ㅅㅇㄱㄴㅅㅇㄴㄱㅅ,2
2019년 5월 23일,",그대로묻지말고",2
2019년 6월 22일,조아용 ㅋ,1
2019년 5월 5일,좋아요 굿,1
2019년 4월 17일,예 감사합니다,1
2019년 4월 9일,굿이여요,1
2019년 6월 25일,4빕4빕 - ㅂ,2
2019년 6월 20일,r매우만족합니다,1
2019년 6월 30일,원조경,2
2019년 6월 20일,줗아요,1
2019년 6월 13일,저만 안되나요?,2
2019년 6월 26일,good,1
2019년 6월 27일,굿굿굿,1
2019년 6월 20일,땡큐~,1
2019년 6월 13일,굿,1
2019년 6월 18일,♥️♥️♥️♥️♥️,1
2019년 5월 18일,갑사합니다 잘쓰고있어요,1
2019년 6월 1일,너무조아용,1
2019년 5월 25일,엉건기 뿌이,2
2019년 4월 27일,개이득,1
2019년 4월 18일,힉실함니다,1
2019년 4월 18일,45분 ᆞ,2
2019년 5월 31일,네 ㅅ,2
2019년 4월 3일,미카미유아,2
2019년 5월 24일,아주좋아,1
2019년 5월 21일,보통,2
2019년 6월 27일,rgguu,2
2019년 6월 4일,good,1
2019년 5월 1일,좋아여,1
2019년 5월 18일,소호,2
2019년 4월 2일,안녕,2
2019년 4월 6일,good,1
2019년 5월 27일,친절함,1
2019년 5월 27일,고맙습니다요,1
2019년 4월 3일,감사합니다,1
2019년 4월 22일,아주만족,1
2019년 4월 10일,짱좋아,1
2019년 5월 13일,굳,1
2019년 5월 28일,감사,1
2019년 5월 16일,굿,1
2019년 4월 25일,좋음,1
2019년 6월 11일,좋아요,1
2019년 6월 5일,굿굿,1
2019년 4월 6일,좋음,1
2019년 4월 20일,좋아요,1
2019년 4월 4일,굿,1
2019년 4월 1일,좋아요,1
2019년 4월 5일,조아요,1
2019년 5월 27일,좋아요,1
2019년 5월 18일,좋아요,1
2019년 4월 26일,좋음,1
2019년 5월 17일,굿,1
2019년 4월 4일,좋아요,1
2019년 5월 29일,좋아요,1
2019년 6월 6일,강추,1
2019년 5월 9일,좋음,1
2019년 5월 2일,굿,1
2019년 5월 11일,최고,1
2019년 6월 12일,굿,1
2019년 6월 20일,굿,1
2019년 5월 6일,굿,1
2019년 5월 8일,좋아요,1
2019년 4월 16일,좋아요,1
2019년 4월 13일,좋아요,1
2019년 5월 5일,좋아요,1
2019년 4월 23일,조아요,1
2019년 4월 1일,조아요,1
2019년 5월 31일,굿😋,1
2019년 5월 1일,김 병훈,2
2019년 6월 5일,굿 뜨,1
2019년 4월 6일,최고입니다.,1
2019년 4월 1일,😃,1
2019년 5월 3일,최고임,1
2019년 4월 2일,좋습니다,1
2019년 5월 6일,좋아요,1
2019년 4월 3일,굿,1
2019년 4월 8일,좋아요,1
2019년 6월 1일,좋아요,1
2019년 4월 3일,좋아요,1
2019년 4월 6일,good,1
2019년 5월 18일,좋아요,1
2019년 5월 23일,굿,1
2019년 4월 3일,조아요,1
2019년 4월 4일,좋아요,1
2019년 4월 1일,굿,1
2019년 4월 17일,조아요,1
2019년 5월 13일,난조움,1
2019년 4월 27일,va,2
2019년 6월 11일,잘함,1
2019년 4월 3일,보통,2
2019년 5월 30일,uujj,2
2019년 5월 23일,최고에요,1
2019년 6월 4일,굿,1
2019년 4월 1일,좋아요,1
2019년 4월 11일,굿,1
2019년 4월 18일,아직 사용전,2
2019년 4월 5일,gu u ibobo,2
2019년 5월 1일,Good!!,1
2019년 4월 2일,그냥그러네요,2
2019년 4월 4일,ㅛ노ㅗ돋,2
2019년 6월 30일,와우 ㅎ,1
2019년 4월 7일,좋와요,1
2019년 5월 5일,간편하고 좋습니다.,1
2019년 5월 30일,좋아용,1
2019년 5월 5일,good,1
2019년 4월 19일,good,1
2019년 6월 15일,"좋아유,,,,,ㅋㅋ",1
2019년 5월 14일,😅,2
2019년 4월 17일,굿굿굿,1
2019년 6월 10일,아주좋음,1
2019년 5월 23일,몰라,2
2019년 4월 7일,kk,2
2019년 5월 9일,좋습니다,1
2019년 5월 25일,좋아,1
2019년 4월 11일,좋아요,1
2019년 6월 21일,히히,1
2019년 6월 14일,굿,1
2019년 6월 2일,좋아요,1
2019년 4월 16일,편하다,1
2019년 6월 3일,좋아요,1
2019년 5월 24일,좋습니다,1
2019년 5월 27일,좋음,1
2019년 6월 2일,굿,1
2019년 4월 2일,vvvv,2
2019년 6월 2일,좋아요,1
2019년 4월 14일,굿,1
2019년 4월 22일,좋아요,1
2019년 4월 5일,만족,1
2019년 5월 4일,좋아요,1
2019년 5월 9일,굿,1
2019년 4월 2일,굿,1
2019년 5월 4일,굿,1
