date,text,label
2019년 9월 6일,101은3사에 모두부분1위인데 양애드립니다. 아부글보다 현실에방법개선 한가지만 사실만씀 상당원이 결정 본인정할수일 상담사 마음은 동일이니 말이 실수이고 말주는일은 옛날로 전해주는말 안들려ㄲ귾 고 그냥이는 없는알sk한곳 규정대로 근데 두군데 변경 말은 오리역점.북수원점 방문할수이나요,1
2019년 8월 30일,8.29 업데이트하면 튕긴다 LG V50! 임시방편 업데이트제거 하면 이용가능!,1
2019년 9월 6일,업뎃 후로 실시간요금에서 지난달요금 미리보기가 없어졌어요 다시 살려주세요,1
2019년 8월 31일,"항목별로 보기도 좋고, 이용이 편리합니다~",1
2019년 8월 21일,간편하고 빠른써비스라서 좋아요.,1
2019년 7월 16일,요금조회도 빠르고 좋아요~^^,1
2019년 8월 26일,참 좋아요 ㆍ 항상 유용하게 잘 사용하고 있어요 ㆍ 귀사의 무궁한 발전을 기원합니다 ㆍ,1
2019년 8월 31일,실행오류 잡혔네요. 수고하셨습니다.,1
2019년 7월 19일,휴대폰 분실 시 엄청 큰 도움을 받았습니다. 덕분에 빨리 찾을 수 있었어요. 감사합니다.,1
2019년 8월 7일,안되시는분들 제거 후 다시 깔면 됩니다..,2
2019년 9월 29일,보안철저하고.즉시처리가빨라서.좋아요,1
2019년 9월 6일,"앱은 매우 훌륭함, 단점은 호갱을 좋아함^^*",1
2019년 8월 31일,잘 이용하고있어요 항상감사해요,1
2019년 8월 30일,대체적으로 잘하고있음.,1
2019년 8월 28일,편하고 좋아요,1
2019년 8월 31일,대박 편함. 무슨 말이 필요할까요.,1
2019년 8월 31일,유용하게 잘 사용하고 있습니다 좋아요,1
2019년 7월 19일,이용하기가 용이해요. 고맙습니다.,1
2019년 8월 25일,편하게 잘사용하고 있습니다 .,1
2019년 8월 26일,사용하기편리합니다,1
2019년 9월 10일,그냥편함이요 끝이요,1
2019년 9월 10일,편리하고좋아요,1
2019년 7월 3일,이용하기편합니다.,1
2019년 8월 21일,편리합니다(굿),1
2019년 8월 4일,지금까지 불편하지 않습니다.,1
2019년 9월 3일,너무 친절해요,1
2019년 9월 8일,내쉬며잘보내셨나요,1
2019년 8월 15일,넘넘좋아요,1
2019년 8월 2일,감사합니다 똑같네요,1
2019년 9월 27일,일단아주좋아요,1
2019년 8월 29일,너무좋아요♡♡♡♡♡♡,1
2019년 8월 26일,퍽 유요한 앱입니다,1
2019년 7월 30일,사용하기가좋음,1
2019년 8월 14일,좋아요 좋아쇼,1
2019년 8월 29일,너무 좋은 앱인것 같음,1
2019년 8월 11일,"ㅡㅡㅈ 3,.ㅈㄷ.ㅠ난 ,ㅡ ㄷ,어디에요",2
2019년 9월 16일,잘 됐으면 좋겠습니다,1
2019년 7월 30일,친절한대응,1
2019년 9월 5일,아주 좋아요.,1
2019년 7월 1일,이제사용해보려는데무슨말을합니까?,2
2019년 8월 12일,잘 사용 합니다,1
2019년 7월 23일,너무좋아요~,1
2019년 8월 21일,편리해요,1
2019년 8월 23일,편리해요~~,1
2019년 7월 18일,ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ3ㅡㅡㅡ33ㅡㅡㅡ드ㄷㅈㄷ63드3ㅡㅌ,2
2019년 7월 27일,처음실시함.,2
2019년 8월 20일,ㄷ♡ㄷㄷㄷㅈ ㄷㅉ9ㅡ99ㅡ9ㅡㅡㅡ드 22ㄷ,2
2019년 9월 3일,처음이라잘모르겠네요,2
2019년 8월 31일,너무좋아요,1
2019년 9월 27일,너무좋아요,1
2019년 9월 6일,김동일사장님축하축하,2
2019년 7월 22일,니ㅐㅁㄷ4ㄱㄱ,2
2019년 9월 14일,잘 몰라요,2
2019년 8월 27일,좋아요^^,1
2019년 7월 23일,죠타죠아,1
2019년 7월 29일,ㄱㄴ디ㄷ여러ㅂㄷㅈ,2
2019년 9월 29일,없음,2
2019년 9월 28일,굿,1
2019년 9월 2일,궁금증을 속시원하게 풀어주는 마음 쏙 드는 좋은앱!!! 귀사의 창대한 발전을 기원합니다.,1
2019년 9월 17일,5555th 111541we and,2
2019년 9월 25일,촣아요,1
2019년 9월 16일,위젯개발 감사합니다,1
2019년 9월 4일,Good,1
