date,text,label
2014년 2월 19일,난실시간되는거같은데 왜글 써놓은거보면 안된다고들하지? 유투브보다가데이터보면조금은차이나지만몆시간까지는차이안남 기껏몆분?,1
2014년 3월 28일,앱 다 마음에 드는대 위젯이 잇어서 굳이 앱을 안들어가더라도 실시간으로 확인할수잇으면 더 좋을것같아요!!ㅎㅎㅎㅎ,1
2014년 3월 29일,한번씩 요금이라던지 소액결제 라던지 볼수 있어서 좋은거 같아요..여러모로 잘 사용하고 있습니다^^,1
2014년 3월 15일,완전좋구요 써봐요~♥,1
2014년 3월 1일,ㅎㅎ,2
2014년 2월 14일,"데이타,문자,음성 사용량을 확인 할수 있어 좋아요.",1
2014년 2월 15일,그런데로 쓸만함,1
2014년 3월 12일,좋네요,1
2014년 2월 14일,사용 하기 편한 것 같네요,1
2014년 2월 17일,很感动的,2
2014년 2월 17일,모머너,2
2014년 3월 6일,박명수,2
2014년 2월 24일,기능이 마니 업데서 좋아요.,1
2014년 2월 24일,^^ !ㅁ!ㅗ몸더더머걷,2
2014년 3월 22일,명홍재 .,2
2014년 3월 1일,좋아요,1
2014년 3월 12일,좋다,1
2014년 3월 15일,굿굿 좋아용,1
2014년 3월 16일,간단하네요,1
2014년 2월 23일,조아요,1
2014년 2월 28일,굿,1
2014년 3월 13일,♥♥,1
2014년 2월 14일,좋음,1
2014년 2월 22일,,2
2014년 3월 21일,,2
2014년 2월 21일,,2
2014년 2월 20일,,2
2014년 3월 17일,,2
2014년 3월 16일,,2
2014년 3월 20일,,2
2014년 3월 3일,,2
2014년 3월 16일,,2
2014년 1월 21일,진짜 좋네요ㅎㅎ 데이터 사용량도 나와있고...문자나 메세지..통화등..자세히 나와있고.. 1월 사용량.. 돈으로 나와있고...더 편리해요ㅎㅎ 추천 합니다!! 이거 안 좋다고 하는 사람들..LG유플러스 LTE가 아니라서 그럴 수도 있어요. 다른 통신사이면 안돼요....,1
2014년 2월 14일,일단한번 봐보고 있는중,2
2014년 1월 6일,ㅋ괸찮음괜찮음ㅋㅋ,1
2014년 2월 6일,ㅋㅋ,2
2014년 1월 28일,데이터랑 링 을 알수있어서 너무 좋네요,1
2014년 2월 13일,전화이동,2
2014년 2월 10일,ㅇ오ㅗ,2
2014년 1월 23일,어딧나,2
2014년 3월 1일,그냥저냥 쓸만해여,1
2014년 1월 9일,괜찮아짐,1
2014년 2월 1일,Good이나 보고 떡이나 먹으면됨,1
2014년 2월 12일,짱짱 위젯만 있으면,1
2014년 1월 13일,굿이군요!! 나쁘다는사람들은 바보,1
2014년 1월 27일,네요,2
2014년 1월 16일,짱,1
2014년 2월 2일,좋아요,1
2014년 1월 20일,열심히,2
2014년 1월 1일,좋아요,1
2014년 2월 14일,굿,1
2014년 1월 7일,굿,1
2014년 1월 25일,굿~~~~~~/////,1
2014년 2월 14일,,2
2014년 2월 17일,,2
2014년 2월 15일,,2
2014년 2월 7일,,2
2014년 2월 17일,,2
2014년 1월 11일,예수님만 길이요진리이요생명이요.오직구원이시요,2
2014년 1월 2일,ㅇㅇ,2
2014년 2월 13일,우리 민짜 왕자님께서 매우 좋음으로 별 5개를 주시네요^_^♥♥ 우리 민자 사랑해요 ! 어마마가^^,2
2014년 3월 3일,매우좋음,1
2014년 2월 12일,흥ᆞ히ㅡㄷ,2
2014년 2월 26일,괜찮네여.,1
2014년 2월 21일,위젯만드는게 그렇게어려운일입니까? 그런거하니쯤 뚝딱하나만들수 있지않습니까... 부탁입니다 좀더편리하게 쓸수있게 저희한테 앱을만드시는거 아닙니까... 조금만더 힘내주시길바랍니다ㅎㅎ,0
2014년 3월 26일,이번달돈빼갔으면고쳐놔야지 안고쳐놓고..이것때문에싸우고 정말너무하시네요 sk에서괜히옴겨서...사용하는데더안좋고..통화품질도 안좋고....조회하려면꼭상담사를거쳐서물어봐야하고.업데이트좀하시지.. 진짜너무하시네....,0
2014년 2월 20일,원래 안그랬는데 들어갈때마다 자동로그인이풀려요 다시로그인하래요ㅠㅠㅠㅜㅜ어떻게좀...,0
2014년 2월 23일,다른 건 다 괜찮은데 왜 이동통신조회만 되고 인터넷 등은 안되요? 유플이잖아요 모바일이 아니라. 관리자가 여길 확인하는지는 모르겠는데 인터넷까지 한번에 확인할수 있게 좀 해주세요,0
2014년 3월 3일,제발 빨리좀 해주세요 6시간이 지나도 그대로인데 계속 쓰다 보니 데이터 봤는데 그대로라서 요금폭탄 맞을까봐 좀 드러니까 빨리 하세요 제발 요금 쏟아질것 같아서 두렵네요,0
2014년 3월 25일,업데이트하고 난후로 화면이자꾸멈추는데 왜이런지? 노트3 인데 여태이런적 한번도 없었습니다,0
2014년 2월 25일,이거뭔가요 왜 실시간조회가 안되지요? 3시간이 지났는데 잔여량이 그대로네요‥ㅡㅡ,0
2014년 2월 27일,옛날엔 됫는데 안되요. 들어가도 0%만 뜨고 어떻해요?? 조회알아볼려고하는데 들어가지지도안고.....ㅜㅜㅜ,0
2014년 2월 18일,위젯만들라는 얘기 안들리냐?,0
2014년 2월 18일,안되는되 고쳐주지도않는건가 아니면 그냥 잠가버린건가,0
2014년 2월 17일,노트10.1 사용하는데 화질이 너무 안좋네요 테블릿용 개발좀해주요,0
2014년 2월 14일,위젯만들 기술력이 부족하나요~? ㅋㅋㅋ,0
2014년 3월 4일,되게좋아요 근데 좀 로구인이나 회원가입하는게 좀 귀찬아요,0
2014년 2월 22일,위젯 만든다며 안만드네,0
2014년 3월 31일,이거왜이래문자써도남은거그대로고오류수정좀해,0
2014년 3월 20일,업데이트했던이...화면 검정에 아무것도 뜨지않네요...갤노3 인데말이죠 ...,0
2014년 3월 30일,왜 설정에서보는 데이터랑 여기서보는 데이터가 달라요? 여기는 100 정도 더 적게 표시되는데요,0
2014년 2월 18일,"데이터 사용량, 문자 잔여횟수 같은거볼수있는 위젯 부탁합니다...",0
2014년 3월 13일,접속이안돼ㅜㅜ,0
2014년 3월 13일,빨낭좀복구,0
2014년 2월 22일,업데이트하고 조금느려졌다,0
2014년 2월 22일,어플실행도 안되 업뎃은 하지도 않고,0
2014년 2월 20일,Skt 쓰다 넘어왔는데 별로입니다..,0
2014년 3월 13일,관리자에게 문의하라하고 다 안되네요...,0
2014년 2월 22일,안되는데?,0
2014년 2월 20일,위젯이없는게아쉽네요,0
2014년 3월 1일,언제되려나..,0
2014년 1월 24일,이젠 로또처럼 내기를 걸어도 될겠다. 유플~니네들도 참 대단하다. 직원수가 수천은 될듯한데 다들 장님은 아닐테고 이용자들이 수년간 위젯 만들라고 외치는데 버티다니... 님들 짱인듯...닮은 누군가가 뇌리에 잠깐 쓰쳐지나가네요.,0
2014년 1월 25일,데이터 사용량볼려는데 왜 안들어가지는건데 장난하냐 위젯도없어 서비스도거지야 고객을 뭘로생각하냐고 데이터 사용량볼려는데 그냥 검은화면만 쭉뜨고 장난하냐? 장난해? 앱똑바로만들어,0
2014년 1월 20일,언제 만들꺼에요... 아 갑갑하네요 . 진짜... 빨리 약정시간 채우고 번호이동 하고 싶습니다.. 뭐 하나 서비스가 좋은걸 모르겠네요,0
2014년 1월 9일,소액결제 차단은 미성년자 본인도 할 수 있다면서 왜 차단 설정하려고 클릭하면 미성년자 안된다면서 못하게하나요. 지금 스미싱 하나 잘못 클릭해서 결제 됐을까봐 얼른 차단하려하는데 모바일로 안되니 미칠 노릇이네요. 차단이랑 차단 해제를 따로 클릭하게 해서 미성년자가 차단 할 수 있게끔 해야하는거 아닌가요? 기사로는 차단 미성년자도 가능하다 했으면서 이렇게 안되면 당황스럽죠.,0
2014년 1월 10일,대다나다.. 간만에 다시 유플러스로 왔는데 아직도 바뀐게 없네. 이런 기본적인거부터 안되시 맨날 꼴지 통신사다,0
2014년 2월 12일,근데 위젯좀만들어줬음 좋겠음..ㅠ,0
2014년 2월 3일,데이터 사용량 확인하려고 일일히 들어갔다 나오는게 살짝귀찮네요. 상태표시줄에 뜨게끔하는 어플도 받아봤는데 그건 정확하지않아서 지웠습니다. 제발 위젯같은거 만들어주세요!! 발전하는 유플러스가 됩시다,0
2014년 2월 19일,내가 내주민치고이용하겟다는데 어?왜주민안쳐지냐고 아쫌 돈쳐먹고 이딴식으로만든거? 예전이훨배좋앗음 아개빡쳐 제대로쫌해봐요,0
2014년 2월 8일,아 진짜 너무하네요 번번히 문의드려도 위젯은 끝까지 안해주시네요 다른 어플은 되지도 않고 ㅜㅠ 번호이동한지 얼마안됐는데 진짜 위젯좀 만들어줘요 답답해요 원래 쓰던걸 못쓰니까,0
2014년 2월 14일,아니 자녀 데이터 얼마 남았는지가 부모한테 왜감??? 진심 짜증난다고요__,0
2014년 2월 13일,데이터 남는거확인할라고 드갓는대 먼 누르는거하나잇어서 눌럿더니 회원가입을하래나 그래서 하고 로그인하니까 비정상적인 접근이래 하효,0
2014년 1월 21일,좋아요 잔여량잘보며 사용하고있어요 한가지 추가부탁드리는거라면 상단바에 요금얼마나남았는지 뜨게해주세요!다른 어플안깔아도 상단바 내리면 바로 조회할수있도록 해주세요,0
2014년 1월 24일,아니 용량이 1mb 밖에안되면서 설치하는데 계속 용량이 모자라는건뭐지? 혹시나싶어서 40메가 어플도 지우고 다했는데 이런 쓰레기같은어플을봤나,0
2014년 2월 8일,안녕하세요 유플사용잔데요 유플러스존 비번을 알려면 유플러스 회원가입을 해야되더라구요 그냥 이 고객센터에서 아는방법좀,0
2014년 1월 4일,위젯 있으면 데이터사용량 확인하기 편할거같은데 왜 안만들어주시나요 많은 이용자들이 요구하고 있는거 뻔히 보이는데;;,0
2014년 1월 20일,위젯없으니불편하네요 매번들어가서 보기두번거롭구 위젯추가해주면 5개줘도될껀디 위젯없어1나만,0
2014년 1월 12일,이번에 핸펀사면서 엘지로 갈아탔는데 위젯이 없다는거알고 멘붕왔음ㅡㅡ 통화량 위젯좀 맹글어주세요 젭알,0
2014년 2월 1일,폰은 옵쥐프로고요 들어가보면 창이 안뜨고 검은 화면만 뜨네욬ㅋ고쳐주세요,0
2014년 2월 5일,가입은 엄청쉽게 해지는 계속 통신상문제라며 안되게 해놓고...,0
2014년 1월 27일,서비스이용이원활하지않다면서 인증번호가 안오네요 진짜 짜증나게 5분을넘게기다려도 인증번호가안오고 몇번을계속해도 인증번호가 안와요 이것좀 고쳐주세요,0
2014년 1월 17일,어이없네ㅋㅋ사용량조회도 못하다니,0
2014년 1월 1일,데이터확인위젯도없고 부가서비스 수정프로그램도 없네요 별 쓸모가없네요,0
2014년 1월 22일,Sk 때는 위젯 땜에 편했는데... 올만에 LG로 왔더니 아직도 위젯이 없네;;; 좀 실망;; 그리고 데이터 좀 쓴거 같은데 왜 데이터 변화가 없어--;;,0
2014년 2월 13일,U±lte 위젯좀 만들어주세요 그게좀 불편한것같네요 제발ㅠ_ㅠ ~~~~,0
