date,text,label
2020년 12월 15일,편리하고.쉽고.간단하다. 휴대폰 교체한지 이십여일 서서히 적응되어간다 완벽히 다루긴 아직 서툴지만 하나하나 알아가는 재미가 쏠쏠하다 산두달후가 더욱 기대되고 그때쯤이면 완벽히 적응하려나 기대되고 설레인다 더나은 희망과 내일을 기다린댜 유플러스고객센터에 감사를 표합니다.,1
2020년 12월 24일,업데이트 이후에 로딩이 너무 오래걸리네요... 네 이제 괜찮아진 것 같네요. 답변 감사합니다.,1
2020년 12월 10일,이거 데이터도 볼 수 있고요 다만 와이파이나 데이터가 없으면 작동이 안돼드라고요 그래도 여러 가지 성능과 바꿀 수 있는것도 많아요 이거 꽤 괜찮은 어플이에요,1
2020년 11월 11일,유플러스 고객이라면 당연히 사용하겠지만 편리하게 잘 만들어진거 같아 별5개로 평가합니다. 개인적인 기준이지만요!,1
2020년 11월 20일,이어플로 인해 너무 편해요. 요금제 변경도 마음대로 할 수 있고 등등 편하게 잘 사용하고 있어요.별5개는 너무 젂어요.그래서 저는 ☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆드릴께요.,1
2020년 11월 19일,너무 편리하고 하룬에 볼 수 있는 메뉴얼등도 최고!,1
2020년 11월 5일,좀 느리긴 하지만 나름 유용하게 잘쓰고 있어요 평이 되게 낮네요 ..ㅋㅋ,1
2020년 12월 10일,항상 기분좋게 만드는 통신사 같어요 간혹은 아니지만,1
2020년 11월 19일,들어가기도편하고 한번에 정보가 같이나와서 보기도 참 좋았습니다,1
2020년 11월 6일,편리하고 친절하고 정확하고 좋아요....!,1
2020년 12월 19일,데이터가 얼마 남았는지 알기 좋고 너무좋아요,1
2020년 11월 7일,"용량도 적절, 사용도 편리합니다.",1
2020년 11월 21일,"좋습니다. 좋은 개발되세요. 또, 회식. 어떤가요. 지식산업에 공감과 기술나눔.학교에서 배움의 즐거움을 생각 해봐도 꼭 잘 해야 개발이 잘 된다고 생각합니다. 또, 교회. 다녀보세요. 기독교. 전화해서 가 보세요. 저의 글, 봐 주셔서 감사합니다.",1
2020년 10월 19일,제가lg v50듀열스크린을 사용중인데 매장에 직접가지 않고 요금을 납부할수 있어서 너무좋아요,1
2020년 11월 11일,"실시간,간편하게,사용가능합",1
2020년 11월 5일,통신사 어플 치고는 그럭저럭 괜찮습니다,1
2020년 11월 7일,편리하고 다양한 서비스가 좋아요...,1
2020년 11월 19일,여러정보가 다 들어 있어서 찾아보기 좋네요,1
2020년 11월 5일,편하고 좋네요 역쉬 1등ㅋㅋㅋㅋ 가족할인 대박입니다.,1
2020년 11월 5일,앱이 보기좋게 구성되어 있고 편리하네요,1
2020년 10월 28일,친절하고 빠른서비스 좋네요~~^^,1
2020년 11월 19일,유플 혜택도많고 좋음,1
2020년 11월 18일,간편하고 쓰기쉬어서 좋아요,1
2020년 12월 11일,편리한 기능이 넘 좋아요,1
2020년 11월 21일,직관적이어서 넘 좋아요,1
2020년 11월 13일,모데를 얼마나 썼는지 알아서 넘 좋아요,1
2020년 11월 20일,"내 사용량을 확인하고, 장기고객혜택까지 있어서 좋아요",1
2020년 11월 5일,실시간사용량을 그때마다 알수있어요,1
2020년 11월 18일,이 앱 넘 좋은데요?😆GS25에서 할인도 돼구!데이터 확인도 되고!넘넘 좋아용ㅎㅎ,1
2020년 12월 10일,대체로 빠르고 좋습니다,1
2020년 11월 10일,A/s 신속하게 처리 해주어서 맘에듬,1
2020년 12월 3일,편리하고 괜찬습니다,1
2020년 10월 3일,U+여지껏 여러가지 휴대폰을 사용해 봤는데 가격에 비해 아주 만족하고 있어요 앞으로 계속 사용해도 좋다는 생각을 합니다,1
2020년 11월 5일,쓰기편하고 좋아요,1
2020년 11월 19일,여러가지 정보를 확인하기 위해 잘 사용하고 있급니다.,1
2020년 11월 5일,이거ㅜ지우고 싶으면 유튜브 검색어에 갤럭시 기본앱 삭제하여 갤럭세 성능 향상시키기 치면 나오는데 그대로 따라하면 이 앱 지울수 있어요 참고로 겔럭시 s6 되요 삼성 기종 다 되요,1
2020년 12월 13일,너무 빠르고 좋아요,1
2020년 11월 18일,처음엔 잘 안 하다가 한번해보도록함,1
2020년 10월 24일,알어보기쉬워서아주죠아요!,1
2020년 10월 14일,요금나오는게 자세히나와잇어서 좋아요,1
2020년 11월 19일,편하고 좋네요..,1
2020년 12월 6일,편하고 좋아요.,1
2020년 11월 20일,기능이더많았으면좋겠어요^^,2
2020년 11월 9일,자세하고 사용이 편함,1
2020년 11월 28일,아주편리해요.,1
2020년 11월 21일,편리하고 좋음,1
2020년 12월 10일,내역이 잘보여서 좋네요,1
2020년 11월 18일,편리성 만족성 우수성,1
2020년 11월 6일,실버 입장으로 불편감없음,1
2020년 11월 5일,쉽게 알아볼수있어 좋아요,1
2020년 11월 6일,쓸수록 좋아요.,1
2020년 11월 30일,전 꽤 괜찬아서 우리가족다쓰고있어요.^^,1
2020년 12월 10일,사진에 선명도가 좋습니다,1
2020년 11월 6일,"데이터 주고받음ㅋ 뭐 좋네,,,,,,,,,,,,,,",1
2020년 11월 5일,항상 쓰고 있습니다^^,1
2020년 10월 19일,너무 좋아요 편해요,1
2020년 11월 12일,좋아하고 또 사랑하고 행복합니다,1
2020년 12월 2일,너무 편하고 좋아요,1
2020년 11월 16일,미리 알게되서 좋아요,1
2020년 11월 19일,사용하기가 편함,1
2020년 11월 20일,사용해보니 좋은 앱입니다. 감사합니다^^,1
2020년 12월 27일,좋아요너무 좋아요,1
2020년 11월 22일,행복 하세요 감사합니다 🙏,1
2020년 11월 30일,대이터에대해알수있네용,1
2020년 11월 5일,빠르다 믿음이간다,1
2020년 12월 14일,아직 사용안해지만 좋을것같음,1
2020년 11월 6일,나이 들었어도할수있어요,1
2020년 11월 14일,최고의서비스입니다,1
2020년 11월 5일,쓰기 편해요.,1
2020년 12월 11일,쉽고 알기쉽게 해주세요,1
2020년 11월 29일,좋은 이웃처럼 행복을 이어드리겠습니다,1
2020년 12월 24일,해피하게좋아요,1
2020년 10월 21일,왜사진을 허용해야 이용할수있는지ㅡ,2
2020년 12월 1일,처음부터 예기하시지....,2
2020년 11월 6일,빠른 서비스에 감사드립니다,1
2020년 11월 18일,와이파이키니까..데이타..소비적어요...,2
2020년 10월 27일,괜찮은거 같아요,1
2020년 12월 16일,아주편리해서좋아요,1
2020년 11월 6일,굿아주 좋아요....,1
2020년 11월 2일,보기편해요.,1
2020년 11월 14일,최고로 좋아요,1
2020년 11월 24일,잘쓰고있어요^^,1
2020년 11월 21일,쓰기좋아요,1
2020년 11월 5일,알기십게 잘됨.,1
