date,text,label
2019년 3월 19일,전화하는것보다 앱에서 처리하는게 훨씬 편하고 빠르네요~ 유플앱때문에 유플 우수고객 되었어요♥ 고마운 유뿔앱~~~,1
2019년 3월 15일,업데이트하고 너무좋아요 인터넷 티비 통신요금 분납할수있어서 너무좋아요 엘지우수고객인데 이거는 진짜마음에 드네요,1
2019년 1월 10일,안녕하세요 지금 제 혼자 삽니다 카카오로 보고 전화를 번호를 느꼈습니다 전화번호는 010 7727 2 6 전화번호입니다 제 이름은 강 명 옥,2
2019년 2월 16일,모든 설정에서 통신사 상담없이 직접 처리가 가능한것이 장점이다. ♥♥♥.,1
2019년 3월 19일,정말 사용하기 편하고 디자인이 이쁘네요!!,1
2019년 2월 9일,간편하고 가맹점에 가지안아도 앱으로할수있어서 너무 좋아요,1
2019년 1월 6일,꿀잼이네요 캐릭터도 예쁘고 추천해요!,1
2019년 2월 12일,저는 청주 사는 김영철입니다 어디다가 글올리는것도 모르는데 고객센타라고해서 이렇게 글을 올립니다 핸드폰이 투지폰이라서 고치는데 오래 걸린다고해서 잠시 일시 정지 시켜서 오늘 상담해서 일시 정지해제 해달라고 고객센타로 전화해서 해지신청을 하는데 아가씨가 너무 친절해서 그냥 넘어 갈수가 없었어 이렇게 글을 남깁니다 부디 너무 친절해서 오늘 하루가 너무나 좋을거 같습니다 부디 이글을 아가씨께서 보시고 아가씨도 오늘 하루도 기분 좋게 근무 하길 바랍니다 고맙습니다 허 정인씨,1
2019년 3월 26일,LG통신사 앱을 사용하니 더욱편리하고 좋습니다 ㅎ,1
2019년 3월 28일,엄청 보기 편하게 개선됐네용 조아용,1
2019년 1월 7일,일단 빠르고 편합니다,1
2019년 1월 17일,잘써왔고 쓰고있네요 동의는 자꾸왜뜨는지몰라둥,1
2019년 1월 26일,넘 쓰기 편하고 쉬워요.,1
2019년 2월 10일,편리하고 유익합니다.,1
2019년 3월 16일,적절한데이타와필요한정보가되어많은정보을얻고있음니다,1
2019년 2월 17일,잘되는데 왜 그러실까 폰이 안좋아요?,1
2019년 1월 5일,데이터를 한눈에 볼수있어 좋네요,1
2019년 1월 6일,항상 잘 감상하고있음,1
2019년 3월 2일,항상 잘 이용할수있게 부탁드립니다.,1
2019년 2월 19일,감사함니다. 대보름 9가지 나물잡수시고 건강 하세,1
2019년 2월 22일,편리하게잘이용하고있음,1
2019년 3월 31일,사용하기가 편해져서 사용하고잇슴니다,1
2019년 3월 4일,처음 보는데 잘 정리 됐어요,1
2019년 3월 3일,몰라서 일단 한번 만들어 봅니다 근데 진짜 많이 몰,2
2019년 1월 4일,이걸로 약정 기간 볼수 있음,1
2019년 2월 22일,간단하고 좋아요,1
2019년 1월 1일,아주 편하게 이용중입니다,1
2019년 3월 29일,개통한지하루도안돼서 ㅈㆍㄹ 모름,2
2019년 3월 26일,편리하게 사용하고 있습니다. 고맙습니다.,1
2019년 2월 18일,항상 때에 따른 정보를 바로 주셔서 늘 감사합니다,1
2019년 2월 21일,엘지 흥했으면 합니다 오래된고객님이다,1
2019년 1월 1일,서비스가 좋아요,1
2019년 2월 9일,사용 해봐야 평 할깨요,1
2019년 2월 27일,사용법이 아직은 잘 몰라서,2
2019년 1월 18일,실시간요금확인,2
2019년 2월 23일,영화 보면서 다니기 좋아요,1
2019년 3월 17일,어어어 ㅓ어어오옹로,2
2019년 1월 22일,사용편하고 조아유^^,1
2019년 1월 1일,좋아요...근데 뭐가? 좋은지는 모르겠네요 ㅎ,2
2019년 1월 2일,사용에 편리함,1
2019년 1월 2일,좋기만 하구만,1
2019년 2월 20일,좋아요 아주 좋아요,1
2019년 2월 9일,잘사용하고 있어요 고마워요,1
2019년 3월 15일,사용하기괜찮아요,1
2019년 3월 6일,고생많네요...~~^^,1
2019년 3월 22일,아주 괜찮아요.,1
2019년 3월 11일,잘쓰고있어요,1
2019년 2월 15일,앱 괜찮은것 같아요.,1
2019년 2월 7일,좋아 아주 좋아,1
2019년 2월 15일,잘 사용하고 있네요,1
2019년 2월 2일,진실한 님자가 되어라,2
2019년 1월 2일,잘 사용하고 있습니다,1
2019년 2월 20일,완전 짱입니다.^@^,1
2019년 2월 16일,괜찮네요!!!^ㅇ^,1
2019년 2월 4일,언제나 엘쥐 사랑합니다,1
2019년 3월 12일,아주 좋아요,1
2019년 1월 3일,서비스많이해주세요,1
2019년 2월 2일,편리해요,1
2019년 3월 8일,아주좋아요,1
2019년 3월 21일,아주좋아요,1
2019년 2월 8일,아주좋아요,1
2019년 3월 14일,미리잘알여줘서고마워요,1
2019년 3월 24일,참 좋아요,1
2019년 1월 7일,매우 좋아요,1
2019년 2월 23일,가단해요,2
2019년 2월 25일,편리성 굳,1
2019년 2월 13일,ㅇㅇㅇㅇㅇ#ㅇㅇㅇㅇㅇㅇㅇ허ㅓ아르,2
2019년 2월 13일,감사합니다 ~~^^,1
2019년 2월 17일,피망뉴맞고,2
2019년 3월 28일,자세히알려줘서땡큐,1
2019년 3월 27일,조아용ㅎㅇㅎㅇㅎ,1
2019년 2월 23일,엘지 쓰기 편하다 ~,1
2019년 1월 1일,뭔말이? 짱~♥,1
2019년 1월 2일,엘지 좋아요,1
2019년 3월 28일,ㅣ좋아요1,1
2019년 3월 6일,감사해요,1
2019년 3월 30일,아주좋음,1
2019년 3월 30일,굿,1
2019년 3월 19일,초보이오니,2
2019년 2월 16일,폭마백족,2
2019년 3월 16일,좋와요,1
2019년 2월 23일,잘몰라서그렇습니다.,2
2019년 2월 24일,잘쓰고있습니다,1
2019년 2월 27일,좋압,1
2019년 3월 6일,짱,1
2019년 3월 6일,lm,2
2019년 3월 5일,ok,1
2019년 3월 30일,짱,1
2019년 3월 15일,dd,2
2019년 3월 24일,xg,2
2019년 2월 23일,짱,1
2019년 3월 23일,good,1
2019년 3월 19일,나이스,1
2019년 3월 13일,조아여,1
2019년 3월 6일,깔끔함,1
2019년 3월 3일,굿!,1
2019년 3월 29일,편리합니다,1
2019년 3월 29일,좋은정보,1
2019년 3월 11일,^오^,1
2019년 3월 21일,최고입니다,1
2019년 3월 4일,편리합니다,1
2019년 3월 23일,조아,1
2019년 3월 7일,굳,1
2019년 3월 10일,좋아요,1
2019년 3월 27일,좋아요,1
2019년 2월 23일,좋아요,1
2019년 3월 27일,좋아요,1
2019년 3월 15일,굿,1
2019년 2월 22일,좋아요,1
2019년 3월 15일,최고,1
2019년 3월 8일,좋아요,1
2019년 2월 16일,좋아요,1
2019년 2월 22일,굿,1
2019년 3월 18일,좋아요,1
2019년 3월 14일,좋아요,1
2019년 2월 20일,굿,1
2019년 2월 15일,좋아요,1
2019년 2월 26일,좋다,1
2019년 3월 5일,좋네요,1
2019년 2월 19일,좋아요,1
2019년 3월 20일,쵝오,1
2019년 3월 4일,좋아요,1
2019년 3월 8일,조아요,1
2019년 3월 7일,좋아요,1
2019년 2월 18일,좋아요,1
2019년 3월 25일,좋아요,1
2019년 3월 23일,좋음,1
2019년 3월 4일,좋아요,1
2019년 3월 11일,굿,1
2019년 3월 24일,좋음,1
2019년 3월 16일,좋아요,1
2019년 2월 1일,수고하십니당,1
2019년 3월 11일,참으로 좋아용,1
2019년 1월 28일,좋와여,1
2019년 2월 10일,아주좋아여,1
2019년 2월 9일,보통 합니다,1
2019년 3월 11일,걍 그럼,2
2019년 1월 18일,ddd,2
2019년 1월 5일,편해요,1
2019년 2월 8일,ㅇㅇ,2
2019년 2월 12일,무제한데이터👍,1
2019년 2월 13일,，，，,2
2019년 1월 3일,굿입니다,1
2019년 1월 14일,매우 좋음,1
2019년 1월 1일,쓸만함,1
2019년 1월 4일,굳~,1
2019년 2월 11일,아주 좋음,1
2019년 1월 20일,좋음,1
2019년 2월 7일,굿굿,1
2019년 1월 16일,좋음,1
2019년 2월 6일,좋아요,1
2019년 1월 20일,좋아요,1
2019년 1월 22일,좋아요,1
2019년 2월 20일,좋아요,1
2019년 2월 9일,좋아요,1
2019년 1월 2일,좋아요,1
2019년 2월 27일,굿,1
2019년 2월 5일,좋아요,1
2019년 2월 11일,좋아요,1
2019년 2월 3일,좋아요,1
2019년 2월 8일,좋아요,1
2019년 3월 18일,좋아요,1
2019년 1월 14일,좋음,1
2019년 2월 15일,좋아요,1
2019년 2월 13일,좋아요,1
2019년 2월 27일,좋아요,1
2019년 1월 5일,좋아요,1
2019년 1월 1일,좋아,1
2019년 2월 8일,좋아요,1
2019년 1월 7일,굿잡,1
2019년 1월 13일,좋아요,1
2019년 1월 11일,굿,1
2019년 1월 10일,좋아요,1
2019년 1월 4일,좋아요,1
2019년 3월 23일,굿굿,1
2019년 2월 4일,굿,1
2019년 1월 12일,냥 병 신,2
2019년 1월 2일,Bravo ❤,1
2019년 1월 4일,귯귯귯,1
2019년 1월 4일,괜춘하네,1
2019년 1월 14일,짱,1
2019년 1월 10일,감사합니다,1
2019년 1월 27일,매우좋음,1
2019년 1월 2일,그냥 좋아서,1
2019년 1월 7일,잘모르겠어요,1
2019년 1월 2일,신선화,2
2019년 1월 2일,좋아요.,1
2019년 2월 8일,좋음,1
2019년 3월 14일,좋아요,1
2019년 3월 15일,좋아요,1
2019년 2월 15일,고마워요,1
2019년 2월 10일,굿,1
2019년 3월 4일,굿,1
2019년 1월 1일,굿,1
2019년 3월 11일,좋아요,1
2019년 1월 12일,좋아요,1
2019년 1월 20일,굿,1
2019년 1월 2일,굿,1
2019년 2월 10일,굿,1
2019년 2월 25일,최고,1
2019년 2월 23일,굿,1
2019년 2월 14일,좋아요,1
2019년 2월 7일,좋다,1
2019년 1월 15일,좋아요,1
2019년 1월 5일,굿굿,1
2019년 3월 15일,좋아요,1
2019년 2월 16일,굿,1
2019년 1월 5일,좋아요,1
2019년 3월 30일,굿,1
2019년 1월 18일,좋습니다,1
2019년 2월 12일,^.*))★★★★★,1
2019년 2월 22일,수고많으십니다,1
2019년 1월 15일,네확인했습니다.,1
2019년 1월 2일,굿샷,1
2019년 1월 10일,좋아요~,1
2019년 1월 9일,좋아요,1
2019년 3월 23일,되야뭘하조,2
2019년 2월 7일,好!,2
2019년 3월 17일,우편으로,2
2019년 3월 24일,j z,2
2019년 3월 8일,없음,2
2019년 3월 7일,좋아용,1
2019년 3월 13일,매우좋음,1
2019년 3월 23일,최고입니다,1
2019년 2월 23일,감사합니다,1
2019년 3월 19일,좋아유,1
2019년 1월 6일,감사,1
2019년 2월 25일,오홍!!!!,1
2019년 2월 4일,굳,1
2019년 2월 9일,굳,1
2019년 2월 2일,굿,1
2019년 3월 6일,좋아요,1
2019년 2월 19일,만족,1
2019년 3월 13일,좋아요,1
2019년 2월 24일,굿,1
2019년 3월 13일,조아요,1
2019년 2월 5일,좋아요,1
2019년 1월 11일,좋아요,1
2019년 3월 11일,좋아요,1
2019년 2월 4일,안전,2
2019년 1월 9일,굿,1
2019년 1월 26일,좋아요,1
2019년 3월 19일,좋아요,1
2019년 3월 4일,괜찮아요,1
2019년 2월 9일,좋아요,1
2019년 2월 27일,좋아요,1
2019년 1월 31일,굿,1
2019년 3월 8일,좋아요,1
2019년 3월 26일,굿,1
2019년 1월 2일,좋아요,1
2019년 3월 7일,기본,1
2019년 3월 9일,좋음,1
2019년 2월 12일,좋아요,1
2019년 3월 18일,좋아요,1
2019년 3월 10일,굿,1
2019년 2월 11일,굿,1
2019년 3월 5일,굿,1
2019년 2월 26일,good,1
2019년 2월 19일,굿굿굿,1
2019년 3월 29일,좋아요,1
2019년 1월 1일,좋아요,1
2019년 1월 17일,좋아요,1
2019년 3월 7일,대박입니다,1
2019년 3월 31일,죄가흐0805,2
2019년 3월 22일,시작,2
2019년 3월 1일,조아요,1
2019년 3월 31일,앱의 내용과 기능성은 매우 훌륭하나 자꾸만 'Error : uncaught reference error : $is not found 이라는 창이 뜨며 확인을 눌러도 계속 뜨는 상황이 발생함. 업데이트 문제인가 싶어 최신화했지만 여전히 말썽. 어쩌다 한 번 들어가 지기는 합니다. 이유를 알고싶습니다. 해결책 답변해주세요 ㅠ,0
2019년 2월 4일,포인트 전액결제 안되는거에요? 결제할때 포인트 전액사용했는데 결제누르니까 뭔 신용카드는 100원이상일때 결제된다고 뜨고 결제진행이 안되는데 업뎃전에는 되던데 왜 안되는거에요? 결제할때마다 100원씩 남겨야하나요? 그리고 앱내에 문의할 고객메뉴없어요? 그런거있으면 캡쳐이미지 첨부해서 문의하면 이해도빠르고 서로서로 편할텐데 이런문제는 어디다 문의하나요. 이런걸 하나하나 다 전화해서 해요? 전화해서 물어보면 알아듣지도 못하고. . . 앱내에 문의할 메뉴추가하면 좋겠네요,0
2019년 1월 15일,이렇게 멍청한 앱은 처음이에요.^^ 개인개발 앱이 더 나은듯. 3대통신사 중에 해지한 요금 납부.조회가 안되는 유일한 통신사네요. 이래서 늘 그렇고 그런 이미지인가봐요. 메일 명세서조차 제대로 못보내는 회사가 그럼 그렇죠 뭐.,0
2019년 3월 13일,핸드폰 초기화 이후에 앱을 새로 깔았더니 로그인하려고 하니 본인 인증을 위해 생년월일 입력하라고 하는 자판이 뜨는데 그 자판이 눌러도 안먹혀서 계속 로그인을 못하고 있네요..ㅠㅠ 지우고 새로 깔아도 안들어가져요 다른 앱은 자판떠도 다 되는데 고객센터만 안되나요? 휴대폰에는 이상없습니다..,0
2019년 1월 21일,티비요금 내역확인하려고 설치했더니 간편 로그인은 폰이 엘지가 아니라서 안되고 일반 로그인도 계속 연결 오류뜨고 몇번을 해도 연결안됨 까나마나고 어플 왜 만든거임???열받으라고??? 유료 캐치온 채널 폰에 어플 깔고 가입자번호 필요한데 티 고객센터에 전화했더니 가입자번호 하나 알려고하는데도 세곳이나 빙빙 돌리고 알려주는 번호로는 인증도안되는데 자기들도 모르겠다며 캐치온에 전화하라고ㅡㅡ 캐치온에서는 엘지유플러스101에 문의하라하고ㅋ 어쩌란거임?진심 티비도 인터넷도 다 해지하고싶음,0
2019년 1월 11일,어플을 쓰고는 있습니다만.. 1. 어플 접속시 왜 계속 동의 문구가 뜨는지 모르겠네요.... 2. 위젯이 잘읽지 못하고 자주자주 뺑글뺑글 돌면서 읽고만 있네요... 이래서야 어플을 잘쓸수 있을까요??... 수정쫌 해주세요... ......,0
2019년 3월 11일,댓글 피드백이 빠르시네요..가족에거 데이터 보내는게 총4번 가능한데 자동보내기가 2번밖에 안되서 매달 2번은 수동으로 보내고있는데 너무 귀찮습니다. 횟수 제한할 필요가 없어보이는데 수정을 해주셨으면 좋겠습니다.,0
2019년 1월 21일,"간편로그인을 하면 자꾸 서비스가 원활하지 않다고 꺼지는데, 이렇게 만들거면 만들지를 마세요.. 몇달전에 이용할때도 똑같았어서 못쓰고 있었는데, 하도 너무해서 댓글답니다.",0
2019년 1월 7일,"앱 업그레이드 안하면 사용할 수 없게 되어있음. 그런데, 앱 업그레이드 하려고 다운받으면 다운로드 준비중 이라면서 다운 및 설치 안됨. 결론=사용불가.",0
2019년 2월 10일,앱이 켜지진않고 위젯에서 자꾸 로딩중이네요.데이터는 확인할순있지만 문자수와 통화 링은 확인을 못해서 너무 불편합니다.이거 왜이런거죠?별점주기도 아깝네요.,0
2019년 1월 16일,생년월일로 로그인을 하려는데 입력하고 로그인 버튼을 누르면 서비스 이용이 원활하지 않다고 뜨는 이유는 뭔가요???????????????????????? 휴대폰도 제 명의로 되어있는데......................,0
2019년 1월 5일,왜 신용카드로 즉시 납부 하는거 선택해서 정보 다 적고 막상 최종 납부를 본인확인 거치는거에서 오류가 나요 ㅡㅡ 그래서 지금 요금이 미납중인데 제 명의 카드고 제 핸드폰인데 왜 이런 오류가 나는거죠,0
2019년 3월 1일,실행이 안됩니다. 앱관리에서 권한설정 변경해도 안됩니다. 알뜰폰은 사용할수 없나요? 요금제 바꾸려하는데 늘 통화량은 폭주한다하고 앱은 안되고 주변에 매장도 없고....어쩌라는건지.,0
2019년 1월 1일,자꾸 버퍼링이 걸려있네요. 문제가 많은 앱입니다. 데이터주고받기도 왜 1기가가 최고인지.. 40기가까지 가능하면 최소 5기가에서 10기가까지 한번에 할수있도록 해줘야지요.,0
2019년 2월 2일,아니 이용자가 많은 관계로 라는 오류가 위젯에 계속 표시되고 있는데 안 고치시나요? 명절동안 버그 계속 방치하실 거에요? 일좀 하세요 유플 고객센터 앱은 몇년이 지나도 발전이 없네요,0
2019년 2월 12일,"별하나도 아깝다 무슨 통신사 앱사용으로 청구서확인하는데 로딩을 하루종일 하면서 무슨낮짝으로5g광고하는지,최신폰에 무제한쓰는데 맨날이모양임 결론:폰탓절대아님 앱문제많이큼",0
2019년 3월 27일,로그인을 누르고 주민번호 앞자리를 정확히 치면 '서비스 이용이 원활하지 않습니다. 잠시 후에 다시 접속해 주시기 바랍니다'라는 알림만 계속 뜹니다.,0
2019년 2월 12일,통신사가 앱을 이렇게 못 만들어도 되는거냐? 앱을 사용하려면 십중팔구는 버퍼링 걸려서 열리지도 않고 화나서 사용 못하겠다. 에잇 퇫.,0
2019년 2월 19일,엘지서비스 진짜 최악입니다 갈아타시길 권유드립니다 인터넷 티비고장으로 접수했는데 방문 시간을 3번이나 미뤘습니다 게다가 첫 as를 하고 가신 후 확인해보니 인터넷은 안고쳐져있고 교체해주신 리모콘은 키가 안눌립니다 고객센터 고장접수는 진짜 한참걸리고 어떻게 이렇게 서비스를 하는지 모르겠습니다,0
2019년 2월 2일,굳이 설전에 업데이트를 진행하여 에러만 뜨게 만들고 고객센터에 문의도 못하게 만드는 유플러스의 만행 앱 관련 본인들 휴가 가려 대충 만들고 고객센터만 죽어나감,0
2019년 2월 1일,맴버십 수리비지원 없어진게 두 달 이나 지났는데 왜 어플 메인화면에 수리비지원 받으라고 띄워놔서 수리하고 전화 해보니까 수리비 지원이 안된단다 ㅋㅋㅋ 어플 업데이트 좀 합시다,0
2019년 2월 10일,통신사 앱이 왜 이따구냐? 간편로그인 들어가지도 못해?서비스가 왜 계속 원할하지 않는다는건데 유저 무시하는것도 아니고 별한개도 아깝다 이럴거면 앱을 만들지마,0
2019년 3월 25일,추가셋탑박스 설치해도 개별적으로 유료VOD구매해야되게 변경했으면서 왜 아직도 추가셋탑에서도 구매한 월정액 동일하게 이용할수있다고 써있는겁니까? 앞에선 광고하고 뒤에선 사기치고 그러면서 좋은 기업이란 소리 듣고싶어요?,0
