date,text,label
2015년 3월 12일,좋습니다,1
2015년 3월 16일,데이터 선물 프로 언제 나올까요,2
2015년 3월 21일,위말대롱,2
2015년 3월 16일,난위젯필요없는디...,1
2015년 3월 13일,편리해서 좋아영^^,1
2015년 3월 18일,좋아요~^^,1
2015년 2월 27일,모자란 것들아.. 위젯으로 보면 실시간으로 확인햐서 좋은거 같지?? 그게 다 나도 알도모르게 데이터를 야금야금 갉아먹는 행위이다.... 데이터없어서 잔여데이터 확인도 못할거면 상위 요금제써라... 그렇게 쓰지 못할거면 아닥하등가 ㅋㅋ,2
2015년 3월 1일,ㅋ,2
2015년 2월 25일,다른분들이 다들 않좋다 하시는데;; 괜찮은듯..쓸만한데요??ㅋㅋㅋㅋㅋ 저만 그런가..ㅇㅅㅇ,1
2015년 2월 27일,없어도됨 ㅋㅋ 난 무제한이니깐 ㅋㅋㅋ뭔필요?,1
2015년 3월 3일,u+스토어에선 데이터통화료 무료해야될거 같은데 자사 어플이면,2
2015년 2월 27일,"정말 문의내용 꼼꼼하구 친절하게 답해주시고, 고객센터 앱이 깔끔하게 되있어서 좋아용. U+가 LTE도 잘터지구, 스마트폰 가격만 싸게 풀리면, 다음폰도 U+써야징",1
2015년 3월 5일,딱히불만없는데 왜 다들 불만인지??,1
2015년 3월 1일,데이터 확인하는거 얼마나 든다고 우는 소리들 하시는지....,1
2015년 2월 25일,멀쩡히 잘돌아가고 재깍재깍 잘들어가져서 만족중 위젯은 안써서 괜찮다만,1
2015년 3월 2일,난핵좋은데 깔끔하게 딱 구분되서 외젯왜필요함??,1
2015년 2월 26일,사용하기가 편한것 같음,1
2015년 2월 27일,개인적인생각인데간편해서좋음,1
2015년 2월 27일,정확한 정보재공,1
2015년 3월 4일,ㅉ,2
2015년 2월 28일,별5개 좋음 굿 굿 굿 굿,1
2015년 3월 11일,유플최고에요 약정끝나고 sk로가겠습니다^^,1
2015년 2월 28일,매우조아요,1
2015년 2월 28일,투명,2
2015년 2월 28일,조아여,1
2015년 3월 1일,좋아요,1
2015년 2월 16일,잘됨ㅎ,1
2015년 2월 17일,많이 좋아요 쓰기편하구,1
2015년 2월 15일,지들 폰들이 이상하지 앱이 이상함? 유플러스. 욕하지마셈 정말 안되면 지웠다 깔던지,1
2015년 1월 5일,정말 좋은데;; 밑에 분들 모라고 하는지 하나도 모르겠어요;; 진짜 데이터 남은 양 정확하게 다 나오고 만족스러워요♥ U+ 화이팅!,1
2015년 1월 7일,다괜찮은데 위젯이안대는것만별로네요.다 괜찮고좋아요♥_♥,1
2015년 1월 20일,니네어미가그렇게가르치든ㅉㅉ니네가통신사만들어봐얼마나힘든데,1
2015년 2월 10일,와이파이를 왜 쓰지 와이파이 쓸꺼면 차라리 무한대 요금제 쓰겠다 겁나 빠른대 ㅋㅋ,1
2015년 2월 3일,데이터탓하지말고,1
2015년 1월 31일,짱!!!!,1
