date,text,label
2019년 10월 3일,데이터가 얼마나 남았는지 요금 얼마내야하는지 간편하게 확인할수 있어 좋네요,1
2019년 11월 15일,쉽고 간편히 설치 가능하네요 아직까지 불편한점 없이 잘쓰고 있어요 앞으로 불편한점은 피드백 잘부탁합니다,1
2019년 12월 11일,휴대폰에서보기도편하구여내력을일일이확인할수있어서너무좋아여~ㄱㅅㄱㅅ합니다~,1
2019년 12월 5일,너무 사용하기가 편합니다. 장년층이 사용하기에도 불편함이 없더이다.,1
2019년 11월 17일,편의성.빠른 속도.언제 어디서나 가능.,1
2019년 11월 14일,싼요금 사용가능 배려 정말 감사합니다,1
2019년 10월 11일,설치가 잘 안돼긴 하지만 편리해요,1
2019년 10월 22일,편리하고 만족합니다.,1
2019년 10월 9일,화면이넓어서 좋아요,1
2019년 12월 3일,편리하고 상세정보 조아요,1
2019년 12월 1일,간편하게 사용하기 좋아요,1
2019년 12월 1일,"경험이좋습니다,아주 좋아용",1
2019년 12월 5일,편하고 좋아요,1
2019년 12월 10일,괜찮아 보이네요..,1
2019년 10월 24일,좋은 하루 보내고 계신가요,1
2019년 11월 17일,"이용시 유리한정보감사요,,",1
2019년 10월 1일,보통입니다 ᆢ사용하는데 그럭저럭,1
2019년 10월 16일,기존사용자로아주만족합나다,1
2019년 10월 1일,유용한 앱이네요!,1
2019년 11월 22일,매월사몽량을 확인 되니 참 좋아요,1
2019년 10월 5일,이 앱에서 데이터 나눠쓰기가 넘무조아여,1
2019년 11월 3일,"상세히 알려줘서 매우 좋습니다,",1
2019년 10월 28일,내휴대폰 보기 편하여~~.....😆,1
2019년 12월 10일,잘 사용하였어요,1
2019년 12월 13일,편리하네요,1
2019년 12월 5일,우 윷 빛 깔 김 지 수,2
2019년 12월 21일,아직잘모름..,2
2019년 10월 30일,잘돼야 될텐데,1
2019년 10월 20일,편리해요,1
2019년 10월 2일,좋아요 감사해요,1
2019년 10월 15일,아주좋아요,1
2019년 12월 8일,너무좋아요,1
2019년 11월 28일,좋아요??,1
2019년 12월 11일,조수민 안녕하세요,2
2019년 12월 3일,ㄹ긱ㄷ극ㄷ그극ㄷ그,2
2019년 12월 19일,청구서 휴대폰으로 볼 수 있어서 좋아요,1
2019년 12월 31일,에이모름,2
2019년 12월 27일,고맙읍니다,1
2019년 12월 28일,좋겠지요,1
2019년 12월 25일,잘함,1
2019년 12월 10일,사용함,1
2019년 12월 12일,잘모르겠습니다,2
2019년 12월 10일,좋아요,1
2019년 12월 25일,좋아요,1
2019년 12월 22일,좋아요~,1
2019년 12월 15일,좋음.,1
2019년 12월 27일,탱~~큐,1
2019년 12월 19일,굿,1
2019년 12월 14일,좋음,1
