date,text,label
2014년 12월 2일,다른 회사는 데이터 문자 전화 잔여량 보여주는 어플있나...? 이거 쓰기전에 다른회사꺼 썼는데 이런거 없어서 불편했는데... 있는데 내가 몰랐던건가...ㅋ 아무튼 나는 좋음,1
2014년 12월 6일,그렇게 불만있으면 하지마세요,1
2014년 12월 24일,엘지텔레콤 이럴꺼양,2
2014년 12월 4일,생각날때마다그냥들여다봐서 그닥불편함없음,1
2014년 11월 28일,왜 랩 스토어에는 앱이 없어요. 제가 아이폰 식스. 쓰는데요,1
2014년 12월 17일,좋와요^^,1
2014년 12월 14일,김춘영,2
2014년 12월 15일,너무좋아요,1
2014년 12월 18일,좋음,1
2014년 11월 4일,저희 엄마한테 데이터가 얼마나 남았는지 안 나온다고 했눈데 난 데이터가 없다고 말씀 해주시더라고요^!^ 정말 편리하고 통화료가 얼마나 남았는지 알고 조금씩 쓰게되서 좋아요 잘 부탁해요^.^,1
2014년 11월 5일,아이폰은 언제나오나요??? 얼마나사용했는지 확인하고싶은데 불편하네요ㅠ,2
2014년 11월 9일,아니 꼬우면 니들이 만들어요 니들이 돈내고쓰는거도아니고 이쪽생각은안해요? 걍 닥치고 하라는대로 써요 ㄹㅇ,1
2014년 11월 24일,남은데이터들도 알수있고 요금확인도되고 개좋다,1
2014년 11월 5일,줘요....,2
2014년 11월 6일,고 U+고객센터,2
2014년 11월 25일,일ㅈᆞㄱ,2
2014년 11월 26일,다,2
2014년 11월 4일,Goooooooooooood!!!!!,1
2014년 11월 19일,좋아요,1
2014년 11월 10일,넘버원,1
2014년 11월 6일,좋아요,1
2014년 10월 25일,제 핸드폰 약정기간도 쉽게알수있고 데이터요금과 전화요금 문자요금도 쉽게알수있어 좋습니다 다른통신사와 견주어 보았을때 유플러스가 가장 두각을 나타내는 부분인거같습니다,1
2014년 11월 1일,완존잘되는데 안되는사람도있나...,1
2014년 10월 25일,ㅎㅎㅎㅎ,2
2014년 10월 29일,속도 그냥 빠르고 편해요 더욱편리하게애주세요,1
2014년 10월 23일,도전하는 모습이,2
2014년 10월 22일,빠르네요,1
2014년 11월 3일,개편함,1
2014년 10월 27일,잘 보여죠서 감사해요,1
2014년 10월 22일,매우 편리하군요^^,1
2014년 11월 2일,진짜맘들어,1
2014년 10월 31일,자세히 알수있어서 좋아요,1
2014년 10월 26일,쉽게 사용이 되고 조회도 괜찮아요...,1
2014년 10월 27일,굿,1
2014년 10월 21일,좋음,1
2014년 10월 17일,최고,1
2014년 10월 4일,ㅋㅋㅋㅋㅋ,2
2014년 10월 8일,ㅅㄷㅅㄷㅅᆢㅅᆞㅅ,2
2014년 10월 9일,디자인 좋아졌네요,1
2014년 10월 3일,이아,2
2014년 10월 4일,재밌음,1
2014년 10월 12일,좋아졌어요!와이파이빼고...,1
2014년 10월 12일,조음,1
2014년 10월 10일,매우 좋습니다,1
2014년 10월 4일,굿!! 짱!! ^^,1
2014년 11월 30일,이렇게 적나요 청소년 요금제는? 어디잇음,2
2014년 11월 8일,제가 요금제가 바꿔서 이걸 설치했는데 정말 좋네요 특히 잔여량을 바로바로 확인할수 있어서 좋은것 같아요,1
2014년 12월 5일,좋다,1
2014년 12월 28일,"업뎃 했는데도 사용량 위젯은 여전히 없네요. 이렇게 많은 고객들이 요청하고 있는데 못만들 이유가 있다면 이유라도 말씀을 해주시던가. 게다가 데이터 다 쓰면 고객센터도 못 들어가는건 말도 안되지 않나요. 데이터 다 쓰면 문자, 전화 잔여량은 확인하지 말라는건지..",0
2014년 12월 14일,통화량조회 위젯하나 만들어 주질 않네... 만년3등의 이유가있지 엘지거지같은것들. 멍청한 윗대가리들때문에 아래사람들만 괜히 욕먹지.,0
2014년 12월 5일,유플러스 스토어 업뎃자체가 안됀다구요!!!먼 자꾸 업데이트 타령이요??플레이스토어들어가서 유플러스 스토어 검색하니 이제 뜨지도 않는구만 먼 업데이트를하라는거요??진짜 성의없이 일하네 ㅡㅡ,0
