date,text,label
2012년 5월 30일,이정도도못하면손가락장애지 안그래? 이정도로배려해주면 감사한생각을갖어야지 더만은걸바라지마,1
2012년 6월 10일,LG U+라면 당연히 있어야할 기본 중의 기본인 어플!! 요즘에 LG 넘 조은듯..,1
2012년 6월 9일,Lgt가짱임 얼마썼는지바로바로확인가능 ㅎㅎ,1
2012년 6월 2일,도돌폰보다 훨 나아요ㅎㅎ,1
2012년 6월 5일,엘지꺼중 기본적인 어플중에 이 어플만이 최고인것 같아...! (━▽━)/,1
2012년 6월 16일,부가서비스 변경은 어디서 할 수 있는가요?,2
2012년 6월 8일,완전 편하고 좋아요,1
2012년 5월 25일,간편하게 볼수있어 좋았어요 근데 씰데없는 유료서비스가 가입ㅋ 취소해야지,1
2012년 6월 6일,진짜 조아용ㅎㅎ,1
2012년 6월 22일,데이터확인할때좋아요 그런데 점검ㅋㅋ,1
2012년 5월 31일,폰바꾸고 좋은어플발견함 정말정말감사합니다 좋은어플마니마니부탁드려욤,1
2012년 6월 13일,맘에들군ㅎ,1
2012년 6월 8일,복잡한절차가없어서만족,1
2012년 6월 3일,돈주세요,2
2012년 6월 12일,저는 겔럭시s2 HD LTE인데 잘만나오는데,2
2012년 6월 14일,좋아요 한눈에 다볼수있어서~,1
2012년 5월 26일,아요,2
2012년 6월 5일,사용량이 다 보여서 괜찮아요,1
2012년 5월 23일,확인하기가 쉬워요 ㅎ,1
2012년 5월 30일,보기에 넘 편하게 되어있네요,1
2012년 6월 11일,편리하네요,1
2012년 6월 22일,옵티머스lte2 를 쓰는대 넘조아요^^,1
2012년 6월 26일,완전 죠아요 보기 간편하고 진짜 조음 ^^~~,1
2012년 6월 16일,위젯기능이 있음 조흠,1
2012년 6월 16일,꼭 있어야 하는 어플입니다,1
2012년 6월 15일,고객센터 (잔여량),2
2012년 5월 23일,간편하게 빠르게 필요한부분만 센스굿,1
2012년 5월 27일,완전간편하고 좋음,1
2012년 6월 23일,짱편리해욤♥,1
2012년 6월 21일,구매내역 삭제 부탁드립니다.,2
2012년 6월 24일,필요한것만 딱 있으니 편하다.,1
2012년 5월 25일,참 좋은 앱,1
2012년 6월 1일,편해요,1
2012년 6월 19일,좋을같은데.....,1
2012년 5월 23일,아주 좋아요,1
2012년 6월 1일,휴.....,2
2012년 5월 27일,굿,1
2012년 6월 4일,오굿,1
2012년 6월 2일,편해요,1
2012년 5월 27일,쓸만해요,1
