date,text,label
2017년 12월 24일,와 엘쥐쓴지5년만웨 위젯써보네용~ 이제해지할거지만 ... 굳업데이트~^^7,1
2017년 12월 7일,업데이트 몰랐는데 드디어 위젯 생겼네요 미리미리 좀 만들지 으이구 어쨌던 편하게 쓸께요,1
2017년 12월 14일,정확한데이터해주세요ᆞ탱큐요,1
2017년 11월 29일,다돼서 편하네요,1
2017년 12월 30일,나이스 굳,1
2017년 12월 8일,최고다,1
2017년 11월 30일,Exciting,2
2017년 12월 11일,완전좋아요,1
2017년 12월 22일,최고입니다,1
2017년 12월 18일,좋아요..,1
2017년 10월 28일,우와 정말 2012년부터 건의했던건데 드디어 위젯이 탑재되네요.. 5년 동안 개발하셨나요?? 5년 동안 고객센터 대규모 업데이트도 몇 번 있었는데. 아무쪼록 위젯 잘 사용하겠습니다~,1
2017년 10월 27일,드디어 위젯 기능 추가됐네요! 왜 이렇게 늦은겁니까 ㅠ,2
2017년 11월 4일,V30 사전등록제로 구입해 사용중인데 부가서비스로 제공해주시겠다는 하나도 받지못했어요. 너무 억울해요 10.31까지 신청해야준다고 하던데 ... 신청을 못한것은 본인 과실인줄 알지만 전 그래도 사전등록제로 일반 매장도 안가고 LGU+에서 직접하겠다고 자부심가지고 했는데 ... 마무런 혜택도 못본다는것은 정말 억울합니다. 선처를 당부드립니다.^^♥ 일반 길거리 매장에서 구매한 것도 아니고 본사에서 직접 전화로 V30 사전등륵제를 이용한 첫번째 고객의 자존심을 지켜주시기를 다시한번 호소드립니다.^^♥,2
2017년 10월 29일,이거 제 고모가 주신폰인디 굳이에요♡,1
2017년 10월 27일,와 이제 별5개를 줄수 있겠다.. ㅋㅋ,1
2017년 11월 16일,서비스 이용이 원활하지 않습니다 라고왜뜨는거죠..?,2
2017년 11월 3일,안심사용이라는데 용량이 빨리소진 알수없어요 업그래이드를 해야하는건지 교체후 어렵네요,2
2017년 10월 28일,드뎌 위젯이!ㅋㅋ 넘좋아요♡ 색상바꾸는것도 됐으면좋겠어요,1
2017년 10월 27일,드디어 위젯이 ㅜㅜ 너무 늦었어요!,1
2017년 10월 29일,사용하기도 편리하고 좋아요 멤버쉽 영화예매 고객센터에서 다됬으면 더좋겠네요^^,1
2017년 11월 17일,통신사 고객센터 앱의 완성도를 보면 그 통신사가 고객을 어떻게 생각하는지 알수가 있다,1
2017년 10월 27일,위젯이 생겼네요 굿!,1
2017년 10월 27일,위젯지원 감사합니다,1
2017년 10월 30일,좋네요그때채팅으로삼당할수있도록해주세요,1
2017년 10월 27일,드디어 위젯지원이 되네요,1
2017년 10월 27일,이산가족 찾은 듯 감동이네요 드디어...,1
2017년 11월 24일,통화가무제한인줄알았는데75분만주네요요금제는52,2
2017년 10월 27일,드디어 위젯이 생겼네요.,1
2017년 10월 31일,가끔씩 청구 금액을 모를때 자세이볼수있음,1
2017년 10월 31일,위젯까지 지원해주니 더 이상 바랄게 없네요. 최고.,1
2017년 10월 29일,위젯 추가됐으니. 재평가.,1
2017년 10월 28일,위젯이 생겼네요^^,1
2017년 11월 4일,편리한 써비스에 감사드립니다,1
2017년 11월 8일,넘좋아서계속쓰고있어요,1
2017년 11월 28일,엘지가 젤 좋음요,1
2017년 10월 27일,수고해요,1
2017년 11월 23일,완전 간편하고 좋아요,1
2017년 10월 29일,드디어 위젯,1
2017년 10월 29일,드디어 위젯출시하냐.... 고맙다...,1
2017년 12월 19일,최고,1
2017년 11월 27일,좋아요~-^^-,1
2017년 10월 27일,고객센터앱에서 여러 가지 신청과 조회를 할 수 있어서 좋습니다. 앞으로도 본래의 기능에 충실한 고객 서비스를 하는 앱이 되었으면 합니다~ ^^,1
2017년 10월 25일,친절하게 상담을 신속히 처리해줘서. 고마웠어요,1
2017년 10월 31일,드디어위젯이 생겻네요~~!! 이제5점드릴께용,1
2017년 10월 8일,사용할수록 공급자와 수요자의 향평성이 맞네요.,1
2017년 10월 12일,나이가 많아서 잘은 모르지만 좋습니다,1
2017년 10월 19일,천천히 추후 평가,1
2017년 10월 15일,좋아요!,1
2017년 10월 4일,굿!,1
2017년 10월 19일,아주좋아요,1
2017년 10월 30일,감사합니다,1
2017년 11월 26일,좋아요~^^,1
2017년 10월 25일,좋아요,1
2017년 10월 28일,좋다,1
2017년 10월 17일,좋아요,1
2017년 12월 14일,친절상담 감사,1
2017년 10월 26일,굿^^,1
2017년 11월 20일,좋아요,1
2017년 11월 22일,해외결재해본적없는데요 결재도해본적없어요 무순멤버십은 어떻게 사용합닊 ?해외 사용금액은뭠니까내용입니까 ? .,2
2017년 11월 13일,수고하세요,1
2017년 10월 3일,아주편하고.좋아요,1
2017년 12월 23일,Good,1
2017년 12월 4일,짱...,1
2017년 12월 12일,좋아요,1
2017년 12월 25일,어플을 켜면 자동로그인이 되었다가 다른창보고 다시 들어가면 네트워크연결이 안된다고 뜨네요 위젯도 고객센터 어플을 켜면 조회가 되고 다시 누르면 실시간 사용량 조회가 안되고 네트워크 연결이 안되어서 접속이 안된다네요 고객센터용 lte나 wifi가 따로 있나요?딴건 다 되는데 왜 네트워크 연결이 안된다 그러죠?,0
2017년 12월 10일,하.. 도대체 왜이런거죠? 제가 10 월달에 데이터쿠폰 한개쓰고 11월달에 한개 더 쓰고 12월달에 제가 부모님께서 데이터 쿠폰을 주셔서 오늘 쓸려고 했더니 이번달 데이터 쿠폰을 이미 썼다는데 이거 왜이런거죠? 이번달에는 정확히 데이터쿠폰 한개도 안썼습니다. 선물받은거 12월 12일까지던데 그때까지 안고치면 물려내라고 하거나 통신사 다른 통신사로 옮길거니깐 빨리 고쳐주세요.,0
2017년 12월 23일,리뷰 보면서 쫌 반성하세요.. 제발 볼진 모르겠지만.. 이 어플 진정 대기업 통신사 어플 맞나요^^??? 로그인조차 안되면 진짜 다른 분 말처럼 알아서 계산 때리라는건지.. 참나.. 답답하네요 ..,0
