date,text,label
2016년 12월 26일,본인이 싫음 안한다고 하면 되는거고... 통신사 콜센터 연결은 나는 잘만 되더만....,1
2016년 12월 27일,데이터 얼마 남았나 확인할때 쓸만한듯..,1
2016년 12월 31일,데이터도 볼수있고 편합니다,1
2016년 12월 28일,유용합니다.,1
2016년 12월 15일,전 전이랑 비슷하지만 이번게 약간 더 깔끔한거 같네요 물론 저만의 생각이지만 다른사람들은 약간 점수를 안줘도 제 생각으로는 이게 더 깔끔하고 더 좋은거 같네요 언제까지나 제 기준이므로 태클걸지말았으면 좋겠습니다,1
2016년 12월 27일,시할람들,2
2016년 12월 2일,보고십어죽겟어요저장,2
2016년 12월 11일,데이터 를 볼수있어서 좋아요!,1
2016년 11월 30일,업데이터 전이 하니 넘좋아요,1
2016년 11월 30일,엘지 마음에 들어요,1
2016년 12월 17일,爱奇,2
2016년 11월 1일,편리 해용,1
2016년 12월 17일,Good¡,1
2016년 11월 23일,좋은엡 감솨,1
2016년 11월 16일,간편하내요,1
2016년 12월 10일,nnh,2
2016년 12월 9일,윤의사,2
2016년 12월 14일,쩔어,1
2016년 10월 17일,한눈에확인하기쉽고 잘만드셨네요,1
2016년 10월 21일,상담사 연결할거없이 필요한 항목 변경수월~~,1
2016년 10월 21일,저가 휴대폰소리가않나요?......,2
2016년 10월 24일,처음. 이 라서 잘모르겟음,2
2016년 10월 20일,괞자는 것 같아...,1
2016년 10월 22일,아주좋아요,1
2016년 10월 21일,정말편리행용~^^♥,1
2016년 10월 5일,업데이트 중 리뷰를 보았는데 다 안좋게 비판하시더라구요 그래서 별론줄 알고 그냥 업뎃햇는데 좋기만 한걸요? 이정도로 잘만들었으면 됫지 뭘 더바라는지 모르겠습니다.. 그럼 수고하세요,1
2016년 10월 1일,. 요금에 관한 모든 정보가 더 구체화 되여서 너무 좋으네요. 강력 추천합니다,1
2016년 10월 5일,다들 비난을 해서 별론가 했는데 전 좋아요 바로 보기도 편하구요!,1
2016년 10월 2일,디자인이 아예 달라졌지만 사용하는데 저번보다 편해짐,1
2016년 10월 2일,좋은데 뭐가안좋아요?? 좋구만..,1
2016년 10월 19일,우리 LG가 그정도밖에 안됨?,2
2016년 10월 15일,김재훈님이랑 같은생각,2
2016년 10월 4일,바탕화면 색상과디자인,1
2016년 10월 6일,완전 좋은데? 완전 자세히 나오고 쉽게 알아볼수 있어서 아주 만족합니다,1
2016년 10월 4일,이거 간편해서 좋아욤,1
2016년 10월 11일,무료업데이트 좋아요,1
2016년 10월 9일,말그대로좋음,1
2016년 10월 19일,배형철,2
2016년 10월 13일,좋아용,1
2016년 10월 20일,와정말좋네요,1
2016년 10월 11일,Hyt,2
2016년 10월 8일,드럽다,2
2016년 10월 9일,좋은데요,1
2016년 10월 17일,짱,1
2016년 10월 18일,좋아요,1
2016년 10월 11일,좋음,1
2016년 10월 16일,ㅇㅇㅇ,2
2016년 10월 18일,좋아요,1
2016년 10월 14일,지역번호안내,2
2016년 10월 1일,좋아,1
2016년 12월 30일,사용하기좋아요,1
2016년 10월 1일,업데이트,2
2016년 10월 6일,데타같은거 바로바로 보이구 좋구만 왜~~~~~~~~~그리 악플이 달고싶어서 그르시나...글고 이거 글씨 안보이는 인간들아. 안경부터 쓰거나 니 눈 안좋은거 자랑하지마라 좋기만하구먼 뭘,1
2016년 10월 13일,ㅡㅡ,2
2016년 10월 31일,저는 초딩이라 모르겠어요.,2
2016년 10월 19일,보기편해서,1
2016년 10월 2일,월요금,2
2016년 10월 7일,친절하게 설명해주니 최고죠 감사함니다,1
2016년 12월 8일,업데이트하니까넘좋다,1
2016년 12월 19일,깨긋한 화질 감사합니다,1
2016년 10월 5일,ㅇㅇ,2
2016년 11월 10일,오늘도 확실하게 ~,1
2016년 10월 1일,사용이편안함,1
2016년 10월 11일,good좋아용~~★♥,1
2016년 10월 15일,편하고 좋아요,1
2016년 10월 18일,바로 금액을알수있어용 좋아요,1
2016년 10월 18일,허혁,2
2016년 10월 1일,나는좋아,1
2016년 10월 23일,쉽고 간단해서 편리하고...... 뭐가 불만인지 모르겠어요!,1
2016년 10월 24일,친절한 내용 이 마음에 듭니다♥,1
2016년 11월 5일,보통,2
2016년 10월 13일,좋네여 데이터 얼마 남은지알고......,1
2016년 12월 28일,튕견.,2
2016년 10월 23일,로또복권,2
2016년 10월 1일,며칠전에lg로신규했는데짱,1
2016년 11월 18일,일본동영상일본여자전신마사지 을ㆍ사랑해요,2
2016년 10월 14일,좋음,1
2016년 12월 31일,카드로 즉시납부하려니.. 계속 필수입력값오류라고 떠서 몇번이나 확인하고 이상해서 업데이트하러 들어와보니.. 다른분도 같은 증상인가보네요... 말일이라 오늘 결제 안하면 핸드폰소액결제 수수료붙는데!!! 수수료 책임져요!!!!! 이번달에 소액결제 30만원이나 썼는데!!! 적은 수수료도 아닌데 어떡할거에요!! 빨리 복구해요!!!,0
2016년 12월 28일,현 u+ 이용자도 옮겨온 이용자도 차별없이 배려가 전혀 안되어 있는 것같아요. 다른 통신사에 비해. 아니 LG만의 발전된 기술에 비해서도 서비스는 많이 아쉽네요.,0
2016년 12월 26일,이유가 있어서 다른통신사들은 다 만들때 유플러스만 안만드는걸꺼 아니에요 그 이유가 궁금해요 도대체 왜 위젯을 안만드는거죠 그렇게 많은 사람들이 요구하면 좀 들어주면 안되는건가요 그렇게 힘든거에요 그렇게 무리한 요구인가요,0
2016년 12월 26일,고객들이 불편하다고 만들어달라는게 몇년전인데 아직도 안만드는건 무슨개깡이냐?? 역시 헬지클라스 대단해 그리고 허구언날전화와서 인터넷결합해라 인터넷티비는 뭐쓰냐 구걸은 졸라게 잘해요 약정끝나자마자 통신사 갈아탄다 에라이 퉤,0
2016년 12월 28일,핸드폰약정확인하고 싶어서 다운하고 회원가입해서 로그인하려니까 자꾸 가입상품 정보가없다면서 로그인은 되지않네요; 어쩌라는건지좀,0
2016년 12월 31일,나만그런게아니네ㅋㅋ개빡돈다진심ㅋㅋ,0
2016년 12월 30일,위젯이고 뭐고 하려니까 접속 자체가 안되는데? 데이터고 남은통화고 확인하고 싶어도 할수가 없어요 도대체가,0
2016년 12월 31일,쓰잘데기없이 왜자꾸건듬? 옷입히기게임도아니고ㅡㅡ 짜증나니까 디자인 쓸데없이 건들지좀맙시다,0
